"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"3124","100%","100%",1,5,"Entire home/apt",1,1,3,"$120.00",2,1125,7,38.9264986141559,-77.033556966487,"Washington","20009","DC",120
"3125","50%","",1,2,"Private room",1,1,1,"$89.00",1,1125,0,38.9262485950845,-77.0265862854918,"Washington","20001","DC",89
"3126","90%","67%",1,2,"Private room",1,1,1,"$80.00",2,1125,30,38.9298137804888,-77.0359932111568,"Washington","20010","DC",80
"3127","92%","91%",26,8,"Entire home/apt",3,2,6,"$300.00",1,1125,22,38.93187583415,-77.0290689034408,"Washington","20010","DC",300
"3128","100%","60%",3,2,"Private room",1,1,1,"$105.00",2,30,16,38.9310513217378,-77.0256999414291,"Washington","20010","DC",105
"3129","","",1,4,"Entire home/apt",1,1,2,"$115.00",3,1125,0,38.9198260584474,-77.0355594942057,"Washington","20009","DC",115
"3130","70%","75%",2,3,"Entire home/apt",1,1,1,"$140.00",1,1125,4,38.9230379805212,-77.0274859865996,"Washington","20009","DC",140
"3131","","100%",1,2,"Private room",1,1,1,"$50.00",1,1125,8,38.9327504849221,-77.0235513135605,"Washington","20010","DC",50
"3132","50%","86%",1,4,"Entire home/apt",0,1,1,"$90.00",2,1125,14,38.9277658734656,-77.0398510569726,"Washington","20009","DC",90
"3133","100%","94%",5,2,"Entire home/apt",1,1,1,"$140.00",3,730,19,38.9327814576916,-77.0421137953083,"Washington","20010","DC",140
"3134","80%","80%",2,2,"Private room",1,1,1,"$110.00",1,365,10,38.9244618951195,-77.0353083171969,"Washington","20009","DC",110
"3135","100%","89%",2,8,"Entire home/apt",3,2.5,3,"$199.00",1,1125,0,38.930698419147,-77.0257828180567,"Washington","20010","DC",199
"3136","100%","",1,2,"Private room",1,1,1,"$85.00",7,1125,0,38.9244593963729,-77.0333165620519,"Washington","20009","DC",85
"3137","","",1,2,"Entire home/apt",0,1.5,1,"$110.00",1,1125,1,38.9340012349196,-77.0324985647051,"Washington","20010","DC",110
"3138","86%","50%",1,2,"Entire home/apt",1,1,1,"$125.00",1,7,0,38.9324827534453,-77.0336135414229,"Washington","20010","DC",125
"3139","90%","71%",2,2,"Private room",1,1,1,"$95.00",1,1125,0,38.9258839477773,-77.0259035284121,"Washington","20001","DC",95
"3140","92%","98%",3,3,"Entire home/apt",1,1,1,"$99.00",2,1125,77,38.9251894112562,-77.0325149686356,"Washington","20009","DC",99
"3141","100%","100%",1,3,"Entire home/apt",1,1,1,"$129.00",2,1125,10,38.9310686680185,-77.0281148585742,"Washington","20010","DC",129
"3142","100%","95%",5,2,"Private room",1,1,1,"$65.00",1,1125,0,38.9324030534787,-77.0397986765326,"Washington","20010","DC",65
"3143","","",1,2,"Entire home/apt",1,1,1,"$115.00",2,1125,0,38.9198284558014,-77.0347059070428,"Washington","20009","DC",115
"3144","100%","100%",1,4,"Entire home/apt",3,1,2,"$149.00",1,1125,33,38.9293672450048,-77.0300499650834,"Washington","20010","DC",149
"3145","100%","100%",5,2,"Private room",1,1.5,1,"$135.00",2,14,2,38.9245142048045,-77.0234611441417,"Washington","20001","DC",135
"3146","100%","100%",1,8,"Entire home/apt",4,1.5,4,"$325.00",2,1125,23,38.9291388009245,-77.0417579506586,"Washington","20010","DC",325
"3147","90%","85%",1,2,"Entire home/apt",0,1,1,"$100.00",2,1125,0,38.9226306977279,-77.0348176245856,"Washington","20009","DC",100
"3148","","",1,2,"Private room",1,1,1,"$79.00",1,1125,3,38.932490777267,-77.033617754764,"Washington","20010","DC",79
"3149","100%","100%",1,2,"Private room",1,1,1,"$95.00",2,30,3,38.9319680863446,-77.0235140774122,"Washington","20010","DC",95
"3150","83%","0%",1,4,"Entire home/apt",2,2,1,"$200.00",1,1125,0,38.9270639412222,-77.0357826965248,"Washington","20009","DC",200
"3151","","",1,7,"Entire home/apt",2,2,3,"$375.00",3,1125,0,38.9214235120019,-77.0308403040561,"Washington","20009","DC",375
"3152","100%","100%",1,2,"Private room",1,2.5,1,"$75.00",2,7,76,38.9285459031942,-77.023027143602,"Washington","20001","DC",75
"3153","100%","86%",1,4,"Entire home/apt",1,1,2,"$114.00",1,1125,1,38.9239051188999,-77.0281000003132,"Washington","20009","DC",114
"3154","100%","100%",1,2,"Entire home/apt",1,1,1,"$115.00",2,1125,3,38.9270826455835,-77.0368277276948,"Washington","20009","DC",115
"3155","","",1,6,"Entire home/apt",3,2,6,"$2,000.00",1,3,0,38.929379652587,-77.0233051251925,"Washington","20010","DC",2000
"3156","","",1,4,"Entire home/apt",2,1.5,2,"$200.00",2,1125,2,38.9346080486776,-77.0466829349847,"Washington","20010","DC",200
"3157","100%","100%",1,1,"Private room",1,1,1,"$89.00",1,90,8,38.9298288133202,-77.0226251970426,"Washington","20010","DC",89
"3158","92%","10%",1,6,"Entire home/apt",2,2,2,"$150.00",2,1125,0,38.9230261090804,-77.030247786182,"Washington","20009","DC",150
"3159","","",1,4,"Entire home/apt",3,2.5,2,"$150.00",4,1125,1,38.931905633842,-77.0268442169937,"Washington","20010","DC",150
"3160","100%","67%",1,3,"Entire home/apt",1,1,1,"$85.00",2,1125,7,38.9277513722832,-77.0398894647881,"Washington","20010","DC",85
"3161","92%","91%",26,6,"Entire home/apt",2,1,5,"$175.00",1,1125,11,38.9315731332907,-77.0294932452123,"Washington","20010","DC",175
"3162","100%","100%",2,3,"Private room",1,1,2,"$70.00",2,1125,122,38.9319349941915,-77.0319029980698,"Washington","20010","DC",70
"3163","100%","95%",1,4,"Entire home/apt",1,1,2,"$99.00",1,30,22,38.9238897226693,-77.0273664580015,"Washington","20009","DC",99
"3164","100%","100%",1,5,"Entire home/apt",2,2,2,"$125.00",2,60,49,38.9365435551682,-77.0308655390092,"Washington","20010","DC",125
"3165","96%","88%",3,2,"Private room",1,1,1,"$49.00",1,180,3,38.9302732262036,-77.0281915841927,"Washington","20010","DC",49
"3166","99%","89%",25,5,"Entire home/apt",1,1,2,"$79.00",3,1125,5,38.9311192009096,-76.9844968892242,"Washington","20017","DC",79
"3167","100%","100%",1,2,"Entire home/apt",0,1,1,"$99.00",2,1125,46,38.9293103788115,-76.990320689445,"Washington","20017","DC",99
"3168","","",1,2,"Private room",1,1,1,"$70.00",1,1125,0,38.9350406267407,-76.9822524749337,"Washington","20017","DC",70
"3169","100%","100%",1,3,"Entire home/apt",1,1,1,"$101.00",1,30,4,38.9248731602393,-76.9825080310019,"Washington","20018","DC",101
"3170","100%","100%",1,3,"Entire home/apt",0,1,1,"$99.00",2,14,45,38.929954771468,-76.9738544431213,"Washington","20018","DC",99
"3171","100%","100%",1,5,"Entire home/apt",2,1,3,"$119.00",2,21,78,38.926593582819,-76.9765841252709,"Washington","20018","DC",119
"3172","99%","89%",25,6,"Entire home/apt",1,1,2,"$100.00",3,1125,20,38.9347919027836,-76.983599908503,"Washington","20017","DC",100
"3173","","",1,6,"Entire home/apt",3,3.5,3,"$1,400.00",2,5,0,38.9241786393148,-76.990388361856,"Washington","20018","DC",1400
"3174","100%","100%",4,6,"Entire home/apt",2,1,3,"$175.00",4,365,0,38.9274291585961,-76.9920575802485,"Washington","20017","DC",175
"3175","80%","90%",3,8,"Entire home/apt",3,2.5,4,"$220.00",1,1125,6,38.9360067584147,-76.9767328548159,"Washington","20018","DC",220
"3176","","",1,1,"Private room",1,1,1,"$60.00",1,1125,0,38.9340217115922,-76.9866975096384,"Washington","20017","DC",60
"3177","94%","92%",1,3,"Entire home/apt",0,1,1,"$91.00",2,1125,19,38.931341118105,-76.989440837232,"Washington","20017","DC",91
"3178","100%","60%",2,4,"Entire home/apt",2,1,2,"$160.00",1,1125,0,38.9272669058411,-76.9852415111414,"Washington","20017","DC",160
"3179","100%","60%",2,2,"Entire home/apt",1,1,1,"$110.00",1,1125,0,38.9267689603487,-76.9855856222923,"Washington","20017","DC",110
"3180","100%","67%",1,3,"Entire home/apt",1,1,2,"$75.00",2,1125,29,38.9324274735608,-76.9841767033128,"Washington","20017","DC",75
"3181","100%","100%",1,2,"Private room",1,1,1,"$65.00",2,1125,18,38.9331231890481,-76.9904366711049,"Washington","20017","DC",65
"3182","","",1,2,"Private room",1,1.5,1,"$500.00",1,3,0,38.9337616911228,-76.9779943873523,"Washington","20018","DC",500
"3183","50%","80%",1,2,"Entire home/apt",1,1,1,"$100.00",2,1125,5,38.9209897397851,-76.9932687392962,"Washington","20018","DC",100
"3184","76%","95%",3,2,"Private room",1,1,1,"$79.00",1,1125,5,38.93297931911,-76.9900452154317,"Washington","20017","DC",79
"3185","40%","",1,1,"Private room",1,1.5,1,"$80.00",1,1125,0,38.9302897367099,-76.9805021074475,"Washington","20018","DC",80
"3186","100%","100%",2,2,"Private room",1,1.5,1,"$55.00",2,1125,0,38.9203878814589,-76.983223988201,"Washington","20018","DC",55
"3187","94%","85%",4,2,"Private room",1,1,1,"$65.00",2,1125,25,38.9188670081654,-76.9839141443286,"Washington","20018","DC",65
"3188","88%","100%",1,3,"Entire home/apt",1,1,2,"$70.00",1,1125,2,38.9298589792606,-76.9831536804153,"Washington","20018","DC",70
"3189","100%","",3,2,"Private room",1,1,1,"$185.00",1,1125,0,38.9332807121551,-76.9805538918614,"Washington","20018","DC",185
"3190","","",1,2,"Entire home/apt",1,1,1,"$75.00",2,1125,0,38.9190978280704,-76.9857632749757,"Washington","20018","DC",75
"3191","100%","100%",3,2,"Private room",1,2,2,"$85.00",1,1125,3,38.9187940076162,-76.979824105591,"Washington","20018","DC",85
"3192","100%","100%",3,6,"Entire home/apt",3,1,3,"$130.00",2,365,41,38.9207805728882,-76.994297893656,"Washington","20018","DC",130
"3193","","",1,2,"Private room",1,1,1,"$84.00",2,14,7,38.9255775219125,-76.9912773129026,"Washington","20017","DC",84
"3194","100%","100%",2,2,"Private room",1,1.5,1,"$45.00",2,1125,1,38.9202076990245,-76.9831840526376,"Washington","20018","DC",45
"3195","99%","89%",25,9,"Entire home/apt",4,2.5,6,"$203.00",3,365,105,38.9276925788548,-76.9827701090122,"Washington","20017","DC",203
"3196","100%","92%",2,6,"Entire home/apt",2,2,2,"$160.00",3,14,1,38.9221748070494,-76.9835091920513,"Washington","20018","DC",160
"3197","100%","",3,2,"Private room",1,1,2,"$120.00",1,1125,0,38.9318290224814,-76.9825777380615,"Washington","20018","DC",120
"3198","","",1,6,"Entire home/apt",6,3,6,"$250.00",6,12,0,38.918988176758,-76.9889713150614,"Washington","20011","DC",250
"3199","94%","85%",4,2,"Private room",1,1.5,1,"$80.00",3,1125,0,38.9189265029975,-76.9840767798781,"Washington","20018","DC",80
"3200","57%","100%",1,2,"Private room",1,1,2,"$60.00",2,1125,54,38.9236230119314,-76.9894606626531,"Washington","20018","DC",60
"3201","94%","85%",4,6,"Entire home/apt",3,1.5,3,"$229.00",2,15,9,38.91823069738,-76.9858838397709,"Washington","20018","DC",229
"3202","81%","97%",4,2,"Private room",1,1.5,1,"$67.00",2,14,18,38.9344658911657,-76.9874243861255,"Washington","20017","DC",67
"3203","100%","100%",3,2,"Entire home/apt",0,1,1,"$115.00",1,365,1,38.9196642886026,-76.9807525064114,"Washington","20018","DC",115
"3204","100%","82%",1,4,"Entire home/apt",1,1,2,"$80.00",1,1125,1,38.9270229529761,-76.9926654601112,"Washington","20017","DC",80
"3205","","",1,2,"Private room",1,1,1,"$250.00",1,1125,0,38.9320266370003,-76.9899854550569,"Washington","20017","DC",250
"3206","100%","100%",1,2,"Private room",1,1,1,"$72.00",2,1125,23,38.9274371029583,-76.9815570130526,"Washington","20017","DC",72
"3207","","",1,1,"Private room",1,1,1,"$175.00",1,1125,0,38.9320152866737,-76.9810685473091,"Washington","20018","DC",175
"3208","81%","97%",4,2,"Private room",1,1,1,"$55.00",2,14,13,38.9343893297156,-76.9884009645922,"Washington","20017","DC",55
"3209","94%","85%",4,2,"Private room",1,1,1,"$60.00",2,1125,19,38.9198076709172,-76.985688763057,"Washington","20018","DC",60
"3210","100%","100%",3,2,"Entire home/apt",1,1,1,"$65.00",2,1125,32,38.9209805854452,-76.9937448857807,"Washington","20018","DC",65
"3211","100%","",1,5,"Entire home/apt",1,1,4,"$105.00",2,1125,47,38.9316727208436,-76.9848623796793,"Washington","20017","DC",105
"3212","100%","100%",1,3,"Entire home/apt",0,1,2,"$98.00",2,1125,12,38.9214291186413,-76.9871974297738,"Washington","20018","DC",98
"3213","100%","100%",1,9,"Entire home/apt",4,2.5,6,"$155.00",1,1125,1,38.9313005733992,-76.9933409872642,"Washington","20017","DC",155
"3214","100%","100%",1,4,"Entire home/apt",1,1,1,"$84.00",2,3,1,38.9271633999645,-76.9705625149883,"Washington","20018","DC",84
"3215","86%","87%",1,4,"Entire home/apt",1,1,2,"$95.00",1,1125,54,38.9265588620263,-76.9690642281079,"Washington","20018","DC",95
"3216","92%","99%",23,2,"Private room",1,1,1,"$89.00",1,1125,4,38.9341738201355,-76.9907040413375,"Washington","20017","DC",89
"3217","100%","100%",3,2,"Entire home/apt",0,1,1,"$65.00",2,1125,14,38.9253717142363,-76.9899272703308,"Washington","20017","DC",65
"3218","100%","100%",2,4,"Entire home/apt",2,1.5,3,"$200.00",3,14,5,38.9323877164793,-76.9878430333229,"Washington","20017","DC",200
"3219","100%","100%",1,2,"Entire home/apt",0,1,1,"$100.00",2,1125,6,38.9331382350805,-76.9884184452958,"Washington","20017","DC",100
"3220","100%","",1,6,"Entire home/apt",2,1,3,"$225.00",1,30,0,38.9314299561889,-76.9883158719949,"Washington","20017","DC",225
"3221","","",1,2,"Entire home/apt",1,1,1,"$45.00",1,1125,0,38.9236620750879,-76.9922639375136,"Washington","20018","DC",45
"3222","89%","",1,5,"Entire home/apt",1,1,2,"$125.00",2,1125,2,38.9231785180901,-76.9935577055658,"Washington","20018","DC",125
"3223","","",1,12,"Entire home/apt",4,3.5,7,"$599.00",1,1125,0,38.9286450896634,-76.9904570614989,"Washington","20017","DC",599
"3224","92%","99%",23,2,"Private room",1,1,2,"$89.00",1,1125,3,38.9342156165944,-76.9908989944267,"Washington","20017","DC",89
"3225","100%","",1,2,"Entire home/apt",1,1,1,"$120.00",3,14,0,38.9314940140405,-76.9839710734442,"Washington","20017","DC",120
"3226","","100%",1,10,"Entire home/apt",4,4.5,4,"$225.00",2,10,8,38.9324461403023,-76.9874386079626,"Washington","20017","DC",225
"3227","100%","96%",1,4,"Entire home/apt",1,1,2,"$110.00",2,1125,39,38.9289507292955,-76.9906646055938,"Washington","20017","DC",110
"3228","100%","",3,2,"Private room",1,1,1,"$185.00",1,1125,0,38.9336204379611,-76.9818889403424,"Washington","20018","DC",185
"3229","100%","93%",1,4,"Entire home/apt",1,1,1,"$105.00",2,1125,30,38.9296350077133,-76.9797661169171,"Washington","20018","DC",105
"3230","100%","92%",2,2,"Private room",1,1,1,"$65.00",2,1125,57,38.9223865233863,-76.982616926585,"Washington","20018","DC",65
"3231","80%","90%",3,5,"Entire home/apt",0,1,3,"$80.00",1,1125,67,38.9358268516804,-76.9750226447703,"Washington","20018","DC",80
"3232","100%","100%",1,2,"Private room",1,1,1,"$75.00",2,90,22,38.9362081832057,-76.9695007360277,"Washington","20018","DC",75
"3233","50%","100%",2,1,"Private room",1,1,1,"$50.00",1,1125,2,38.9290429923347,-76.9594388098912,"Washington, D.C.","20018","DC",50
"3234","100%","",1,5,"Entire home/apt",3,2.5,3,"$268.00",1,1125,1,38.9194964714059,-76.9500140897212,"Washington","20018","DC",268
"3235","50%","",1,3,"Entire home/apt",1,1,1,"$75.00",1,14,43,38.9240083090723,-76.9531083121511,"Washington","20018","DC",75
"3236","100%","100%",1,10,"Entire home/apt",4,4,7,"$500.00",2,1125,0,38.9213790869724,-76.959876296196,"Washington","20018","DC",500
"3237","100%","",1,1,"Private room",1,1,1,"$85.00",1,1125,3,38.9284612751733,-76.9570507797584,"Washington","20018","DC",85
"3238","80%","90%",3,4,"Private room",1,1,3,"$68.00",1,1125,135,38.9364718305476,-76.9765912382679,"Washington","20018","DC",68
"3239","","",1,5,"Entire home/apt",3,2,3,"$250.00",3,1125,0,38.9360274392719,-76.9760487196496,"Washington","20018","DC",250
"3240","100%","100%",1,1,"Private room",1,1.5,1,"$43.00",3,21,1,38.9357034667616,-76.9721013344438,"Washington","20018","DC",43
"3241","100%","100%",1,4,"Entire home/apt",0,1,2,"$65.00",2,1125,1,38.9343414317301,-76.971716997973,"Washington","20018","DC",65
"3242","100%","85%",1,1,"Private room",1,1,1,"$49.00",1,30,6,38.9402107773108,-76.9754410155546,"Washington","20018","DC",49
"3243","100%","100%",2,8,"Entire home/apt",3,1,4,"$125.00",2,1125,18,38.933315529834,-76.9646664166846,"Washington","20018","DC",125
"3244","100%","100%",1,4,"Entire home/apt",1,1,2,"$90.00",1,1125,46,38.93808649276,-76.9700092252741,"Mount Rainier","20712","MD",90
"3245","","",1,3,"Entire home/apt",2,2.5,2,"$90.00",3,1125,0,38.9367988607835,-76.9752535276784,"Washington","20018","DC",90
"3246","50%","100%",2,1,"Private room",1,1,1,"$50.00",1,2000,2,38.9269134795777,-76.9580349104859,"Washington","20018","DC",50
"3247","100%","100%",2,2,"Entire home/apt",1,1,1,"$130.00",1,1125,0,38.9225521516081,-77.0766094253078,"Washington","20007","DC",130
"3248","100%","100%",2,1,"Shared room",1,1,1,"$104.00",1,1125,2,38.9241149983946,-77.0747335220447,"Washington","20007","DC",104
"3249","88%","100%",1,4,"Entire home/apt",1,1,1,"$155.00",2,14,9,38.932699279568,-77.0725813799124,"Washington","20016","DC",155
"3250","90%","100%",1,2,"Shared room",1,1,1,"$60.00",1,29,5,38.9175070889754,-77.0717388761873,"Washington","20007","DC",60
"3251","100%","",1,2,"Entire home/apt",1,1,1,"$89.00",14,1125,2,38.9227033570296,-77.0766331310574,"Washington","20007","DC",89
"3252","70%","80%",1,5,"Entire home/apt",2,1,2,"$130.00",1,1125,13,38.9204727746448,-77.0795210047415,"Washington","20007","DC",130
"3253","75%","100%",2,2,"Entire home/apt",1,1,1,"$55.00",2,1125,1,38.9168216048014,-77.070605631427,"Washington","20007","DC",55
"3254","100%","100%",2,4,"Private room",1,2,1,"$100.00",1,1125,1,38.9262288104693,-77.0792767673359,"Washington","20007","DC",100
"3255","100%","",1,4,"Entire home/apt",1,2,2,"$155.00",1,1125,0,38.9351938443293,-77.074781353337,"Washington","20016","DC",155
"3256","100%","100%",2,12,"Entire home/apt",6,6,6,"$2,000.00",1,1125,0,38.9255223273046,-77.0732570378189,"Washington","20007","DC",2000
"3257","","",1,2,"Entire home/apt",1,1,1,"$125.00",2,1125,0,38.9291803354064,-77.0769871779445,"Washington","20016","DC",125
"3258","100%","95%",3,4,"Entire home/apt",1,1,3,"$185.00",2,29,3,38.9271720940401,-77.0741971598484,"Washington","20007","DC",185
"3259","100%","95%",3,5,"Entire home/apt",1,1,2,"$148.00",2,30,82,38.9288130778439,-77.0752353934626,"Washington","20007","DC",148
"3260","","",1,2,"Entire home/apt",0,1,1,"$100.00",1,1125,6,38.9298522606592,-77.0769477490991,"Washington","20016","DC",100
"3261","100%","100%",1,1,"Shared room",1,1,1,"$40.00",1,1125,0,38.9365017639421,-77.0829515627794,"Washington","20016","DC",40
"3262","100%","100%",4,3,"Private room",1,1.5,1,"$69.00",1,365,18,38.9269952560486,-77.0764455075171,"Washington","20007","DC",69
"3263","100%","95%",1,6,"Private room",1,2.5,4,"$99.00",1,30,129,38.9231396236789,-77.0767229104781,"Washington","20007","DC",99
"3264","","100%",1,1,"Private room",1,1,1,"$50.00",1,1125,3,38.9275393393748,-77.0720817353701,"Washington","20007","DC",50
"3265","100%","",2,4,"Entire home/apt",1,1,2,"$175.00",2,365,5,38.9245367444853,-77.0748236522681,"Washington","20007","DC",175
"3266","80%","100%",2,2,"Private room",1,1,1,"$150.00",1,1125,1,38.9174404922723,-77.0730852879358,"Washington","20007","DC",150
"3267","91%","69%",8,2,"Entire home/apt",1,1,1,"$79.00",1,1125,3,38.9338010501812,-77.0734130441684,"Washington","20016","DC",79
"3268","","",1,2,"Private room",1,1,1,"$900.00",1,1125,0,38.9370669097144,-77.0833254441985,"Washington","20016","DC",900
"3269","100%","",2,2,"Private room",1,1,2,"$65.00",3,134,3,38.9263008040692,-77.0746521776538,"Washington","20007","DC",65
"3270","","",1,1,"Shared room",1,1.5,2,"$150.00",1,1125,0,38.9326637024331,-77.0815946295955,"Washington","20016","DC",150
"3271","100%","100%",2,8,"Entire home/apt",2,2,3,"$170.00",1,380,23,38.9259669503984,-77.0793700560189,"Washington","20007","DC",170
"3272","100%","100%",1,2,"Private room",1,1,1,"$90.00",1,30,3,38.9214708927196,-77.0806599333564,"Washington","20007","DC",90
"3273","","",1,1,"Private room",1,1,1,"$89.00",2,5,6,38.9224928677594,-77.0803785850627,"Washington","20007","DC",89
"3274","","",1,3,"Private room",1,1,2,"$35.00",1,1125,0,38.9349934371267,-77.0844331341045,"Washington ","20016","DC",35
"3275","100%","61%",2,2,"Private room",1,1,1,"$80.00",3,14,5,38.9195936215937,-77.0757751245648,"Washington","20007","DC",80
